46,50,MB6,Muddy,34.29017,-95.97131,1
47,49,MB3,Muddy,34.45741,-95.9267,1
48,49,MB21,Muddy,34.50655,-95.82958,0
49,50,MB29,Muddy,34.31106,-95.87453,1
50,60,MB20,Muddy,34.27179,-95.91091,1
51,60,MB7,Muddy,34.22902,-95.85525,1
52,60,MB12,Muddy,34.18518,-95.81405,1
53,60,MB22,Muddy,34.12764,-95.77382,1
54,60,MB23,Muddy,34.06954,-95.73882,1
55,60,MB24,Muddy,34.02608,-95.66998,1
56,60,MB26,Muddy,33.9595,-95.695,1
57,58,MB28,Muddy,33.99698,-95.83079,1
58,60,MB27,Muddy,33.96786,-95.74062,1
59,60,MB25,Muddy,33.95353,-95.60534,1
60,141,REMOVE,DOWNCBMB,33.939,-95.614,1
61,62,KR33,Kiamichi,34.64595,-94.53785,1
62,63,KR9,Kiamichi,34.63779,-94.65318,1
63,73,KR10,Kiamichi,34.66037,-94.77101,1
64,73,KR11,Kiamichi,34.68229,-94.88524,1
65,73,KR29,Kiamichi,34.72748,-95.06407,1
66,73,KR30,Kiamichi,34.73884,-95.04871,1
67,73,KR31,Kiamichi,34.72178,-94.94015,1
68,73,KR32,Kiamichi,34.7058,-94.91043,1
69,73,KR34,Kiamichi,34.66914,-95.08242,1
70,73,KR35,Kiamichi,34.65315,-95.11555,1
71,72,KR28,Kiamichi,34.73106,-95.22791,0
72,73,KR27,Kiamichi,34.59793,-95.34355,1
73,74,KR12,Kiamichi,34.57495,-95.34035,1
74,75,KR26,Kiamichi,34.56547,-95.39822,1
75,76,KR25,Kiamichi,34.55607,-95.42912,1
76,79,KR13,Kiamichi,34.42828,-95.577,1
77,79,KR1,Kiamichi,34.3032,-95.65461,1
78,79,KR2,Kiamichi,34.32005,-95.65221,1
79,90,KR14,Kiamichi,34.24841,-95.60588,1
80,90,KR6,Kiamichi,34.18044,-95.6226,1
81,90,KR18,Kiamichi,34.22653,-95.59263,1
82,90,KR3,Kiamichi,34.28764,-95.57943,1
83,84,KR36,Kiamichi,34.41747,-95.39304,1
84,85,KR37,Kiamichi,34.39424,-95.41448,1
85,86,KR5,Kiamichi,34.33825,-95.46207,1
86,90,KR4,Kiamichi,34.32841,-95.4879,1
87,90,KR19,Kiamichi,34.20023,-95.46191,1
88,90,KR8,Kiamichi,34.175528,-95.443,1
89,90,KR24,Kiamichi,34.21732,-95.39599,1
90,98,KR7,Kiamichi,34.155312,-95.44418,0
91,92,KR22,Kiamichi,34.1992,-95.34886,1
92,95,KR20,Kiamichi,34.18595,-95.37251,1
93,94,KR23,Kiamichi,34.1859,-95.28246,1
94,95,KR17,Kiamichi,34.149136,-95.34799,1
95,98,KR21,Kiamichi,34.16703,-95.36897,0
96,98,KR16,Kiamichi,34.055356,-95.358744,0
97,98,KR15,Kiamichi,34.066536,-95.256295,1
98,141,REMOVE2,DOWNKR,33.956,-95.23,1
99,100,LR5,Little,34.53963,-94.84777,1
100,101,LR4,Little,34.53619,-94.9321,1
101,105,LR3,Little,34.51863,-95.05679,1
102,105,LR1,Little,34.49001,-95.26064,1
103,105,LR2,Little,34.48245,-95.1969,1
104,105,LR12,Little,34.31009,-95.27246,1
105,108,LR43,Little,34.32595,-95.19852,0
106,108,LR25,Little,34.19632,-95.18636,0
107,108,LR30,Little,34.0688,-95.08692,1
108,122,LR39,Little,34.0699,-95.04811,1
109,122,LR31,Little,34.05117,-95.05208,1
110,122,LR32,Little,34.06985,-95.01765,1
111,122,LR33,Little,34.06274,-94.98749,1
112,113,LR20,Little,34.36852,-94.84766,1
113,116,LR21,Little,34.37444,-94.87344,1
114,116,LR22,Little,34.39296,-94.96297,1
115,116,LR17,Little,34.23083,-94.77847,1
116,117,LR34,Little,34.16825,-94.9137,1
117,118,LR37,Little,34.09671,-94.90286,1
118,122,LR24,Little,34.07259,-94.90298,1
119,120,LR38,Little,34.05361,-94.80485,1
120,121,LR23,Little,34.01443,-94.79003,1
121,122,LR27,Little,33.96828,-94.76546,1
122,141,LR42,Little,33.94863,-94.73422,0
123,141,LR26,Little,33.92009,-94.72221,0
124,125,LR14,Little,34.03107,-94.7047,1
125,141,LR13,Little,33.99711,-94.70428,0
126,129,LR9,Little,34.44391,-94.49015,1
127,129,LR10,Little,34.46225,-94.49789,1
128,129,LR11,Little,34.4873,-94.51424,1
129,134,LR36,Little,34.46095,-94.63463,1
130,131,LR7,Little,34.52606,-94.765278,1
131,134,LR6,Little,34.52588,-94.76263,1
132,133,LR8,Little,34.54825,-94.69171,1
133,134,LR18,Little,34.49007,-94.68446,1
134,137,LR35,Little,34.38876,-94.69582,0
135,137,LR19,Little,34.38137,-94.54779,0
136,137,LR15,Little,34.06452,-94.64583,1
137,141,LR41,Little,33.96706,-94.58701,0
138,139,LR28,Little,33.97486,-94.53949,1
139,141,LR29,Little,33.9755,-94.52408,0
140,141,LR16,Little,34.0596,-94.47772,0
141,0,REMOVE3,DOWNLR,33.611,-93.858,1
